1,0.0,1609.4322509765625,557.7533569335939,55.676025390625,119.552978515625,1,-1,-1,-1
1,1.0,268.1173095703125,587.0301513671875,49.22610473632813,144.10577392578125,1,-1,-1,-1
1,2.0,124.39140319824219,706.9948120117188,47.97662353515625,101.27679443359376,1,-1,-1,-1
1,3.0,1475.0545654296875,518.647705078125,37.6619873046875,76.562255859375,1,-1,-1,-1
1,4.0,542.5010375976561,551.8821411132811,31.564697265625,88.07586669921875,1,-1,-1,-1
1,5.0,1370.584228515625,519.1160278320311,34.0601806640625,94.23968505859376,1,-1,-1,-1
1,6.0,791.7784423828125,507.28887939453125,15.27789306640625,45.81121826171875,1,-1,-1,-1
1,7.0,635.50341796875,530.5753784179689,21.5250244140625,61.4464111328125,1,-1,-1,-1
1,8.0,773.974609375,507.2752380371094,16.72125244140625,47.66793823242188,1,-1,-1,-1
1,9.0,1446.650634765625,508.6286926269531,28.584228515625,75.96261596679688,1,-1,-1,-1
1,10.0,1183.2498779296875,489.3450927734375,13.8070068359375,35.11590576171875,1,-1,-1,-1
1,11.0,1073.15966796875,490.38177490234375,17.146240234375,32.0640869140625,1,-1,-1,-1
1,12.0,677.4627075195312,523.55126953125,21.924560546875,60.6019287109375,1,-1,-1,-1
1,13.0,826.7648315429688,511.37017822265625,16.5474853515625,44.07037353515625,1,-1,-1,-1
1,14.0,650.5487060546875,527.7789306640625,25.1160888671875,68.86224365234375,1,-1,-1,-1
1,16.0,1520.174560546875,561.911865234375,51.09375,115.5303955078125,1,-1,-1,-1
1,17.0,501.4333801269531,549.045654296875,33.750152587890625,90.32720947265624,1,-1,-1,-1
1,18.0,193.27279663085938,575.5885620117188,46.79881286621094,148.95379638671875,1,-1,-1,-1
2,0.0,1614.132568359375,553.601806640625,57.458251953125,122.33270263671876,1,-1,-1,-1
2,1.0,264.3123779296875,576.8065795898438,46.6318359375,142.7041015625,1,-1,-1,-1
2,2.0,113.03253173828125,696.9923706054688,47.74302673339844,103.26312255859376,1,-1,-1,-1
2,3.0,1480.4658203125,516.799072265625,36.05322265625,75.194091796875,1,-1,-1,-1
2,4.0,542.7196044921875,539.7841796875,30.4146728515625,87.70257568359375,1,-1,-1,-1
2,5.0,1373.66748046875,517.0968017578125,33.00048828125,94.1446533203125,1,-1,-1,-1
2,6.0,793.23291015625,499.125,14.8511962890625,45.67230224609375,1,-1,-1,-1
2,7.0,637.8552856445312,520.8299560546875,21.35650634765625,61.44140625,1,-1,-1,-1
2,8.0,775.56591796875,499.2786865234375,15.27069091796875,46.31195068359375,1,-1,-1,-1
2,9.0,1449.5894775390625,506.43975830078125,27.823486328125,75.95574951171875,1,-1,-1,-1
2,10.0,1185.3946533203125,483.9380798339844,13.4273681640625,34.430877685546875,1,-1,-1,-1
